train_loss_values,validation_loss_values
0.24492073866798145,0.0647268897591304
0.04655027158101023,0.044601991704373865
0.02668385485720189,0.04515338004927484
0.020290684626504248,0.04523269892657488
0.014158741210554061,0.051992923295990846
0.008857271761941125,0.04518859402209681
0.006760869763785325,0.06456222379477336
0.0060399350362380835,0.06941761890400383
0.004388484674301123,0.0577605662901711
0.003910348331512069,0.06172859165098479
0.003294501641014774,0.07386471998284735
0.003465340647814758,0.06658952729959092
0.0021059280179620797,0.0659842254223403
0.0025026759059068615,0.06763149727561464
0.0014187300666568003,0.06928775397290261
0.0013666474422188912,0.07265297079545957
0.0010658644845921766,0.06728666874538705
0.002120862071681196,0.06454870730968364
0.0008348288132864192,0.06867390140327942
0.0010767978027607958,0.07235946110949522
0.0011283801895855764,0.07224974658252842
0.0010333608905719821,0.06998647908454489
0.0007058961655383038,0.06826357454218601
0.0006010913851602839,0.07068402884262855
0.00045432821815458217,0.07346897593796696
0.0006670812994838603,0.07860285870652918
0.00044786951373394654,0.08100820288500507
0.00045531397444535416,0.08069413395693038
0.0002455865939717634,0.07820399434758189
0.00028592193402606164,0.07512046459660458
0.0002580848904083593,0.07201747204439217
0.00027554285028171373,0.08217864780662534
0.0007825549324603084,0.07025775500670955
0.00027836848120399996,0.07234707435287624
0.00018607614057834456,0.07016616183111533
0.00013896554148829768,0.07038074026582113
0.0001564613673450107,0.07164266200319255
0.00016350001187759387,0.07168564127590463
0.00026396832261155266,0.07169847226583345
0.00018831581808535701,0.07148838280737871
