train_loss_values,validation_loss_values
0.1916209301352636,0.03304247920757255
0.009699498691168387,0.028985440786775805
0.01083739848250563,0.028240153116795143
0.004555535999636947,0.03582051818929441
0.00457299824191593,0.034046310323219586
0.0017901819992642563,0.03895899649297586
0.0023676347222297825,0.04007244372518864
0.0009351205790473439,0.043321051426827045
0.002055880099739629,0.04089364093802446
0.0005497667140045676,0.041815180016266655
0.002612106188142095,0.04132135518332027
0.000603939342321225,0.042474843899722975
0.0011868741816079124,0.041504207976740565
0.0003298392498925331,0.039566051491905535
