train_loss_values,validation_loss_values
0.19615680050794035,0.03893088046408428
0.008218481500600616,0.0358875316338857
0.012303432640188967,0.032082999735311285
0.004710238959704604,0.03378538792127405
0.0043012857268618435,0.037429724004844254
0.0017810882447145606,0.04101041680529637
0.002029945493756167,0.04433133566280131
0.0010531888623197846,0.04374906377320671
0.001823461103397765,0.04564692814399636
0.000644047928899461,0.04635545237530633
0.0018192829212368364,0.045555987408316796
0.0003414142510982055,0.04907609502260935
0.0007505611147997232,0.046353199061637824
0.0003325407337445371,0.046899341579608685
