train_loss_values,validation_loss_values
0.2471550529676293,0.05209803218558728
0.03050678845549212,0.04592194685194877
0.01476038330250744,0.0443254086328568
0.009621456729835783,0.0490616382943626
0.007785091441063445,0.06338162725126553
0.00496171403018295,0.05510141612196103
0.0036240565547716774,0.055708529740015604
0.0020318990379230933,0.06497393932368506
0.0023463698926747246,0.0506220207317715
0.0013467180728423947,0.0644448654858486
0.0011733591004866753,0.047249584150122884
0.001236158803655723,0.06514444171159939
0.0009577764102620039,0.061596285693814416
0.0009881646757818206,0.0668062897143397
0.0011349573904888043,0.0698933287925999
0.0007301551054527573,0.07071485129646836
0.00042214428690075993,0.07068981742611413
0.001170961206569566,0.0626413470202839
0.0007525732606362959,0.07134883024043209
0.0006092147787745096,0.06871056661319973
0.0005197884858044988,0.07264358565800423
0.00026875628701354085,0.07985067782503127
0.0004042471708710215,0.08238893580839152
0.00027109622049671455,0.0917670757895914
0.00017162249620682955,0.09053971417005009
9.89072564011841e-05,0.0879561501575164
9.421826027139615e-05,0.08793733400108394
0.0002717975104446045,0.07742797810335451
8.087954221096312e-05,0.0812032911795888
