validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9916392196605016,0.652452025586354,0.652452025586354
0.9927877713030994,0.6990740740740741,0.6990740740740741
0.9935647327083861,0.7416267942583733,0.7416267942583733
0.9934802803817245,0.7651331719128329,0.7651331719128329
0.9935140613123892,0.7586206896551724,0.7586206896551724
0.9940038848070264,0.7858942065491185,0.7858942065491185
0.994037665737691,0.7707808564231737,0.7707808564231737
0.994088337133688,0.7918781725888325,0.7918781725888325
0.9936829659657124,0.7777777777777778,0.7777777777777778
0.9937336373617093,0.8020565552699228,0.8020565552699228
0.9936491850350477,0.779746835443038,0.779746835443038
0.9936491850350477,0.8031496062992126,0.8031496062992126
0.9936829659657124,0.7917737789203085,0.7917737789203085
0.9937336373617093,0.7999999999999999,0.7999999999999999
