train_loss_values,validation_loss_values
0.2549432049059337,2.43511790511283
0.03097640050595455,0.6366625813428651
0.023925512284079346,0.0392973113974387
0.010994818583193986,0.03568445807269944
0.01017164062503631,0.03419164763875993
0.004497641090209461,0.03405421413696207
0.005879739198986019,0.03514402745217508
0.0026208677500022225,0.03526234239201254
0.0031604895310986037,0.0382428419681508
0.0013902387815345628,0.039897151938847936
0.0016629971547193483,0.04113921718966263
0.0008675186395163944,0.04174283306449731
0.0009009683271834267,0.03998893151252891
0.0006604339258886244,0.041982825944904274
