train_loss_values,validation_loss_values
0.07555712559217188,0.05826822809755276
0.032236520717727084,0.04051951016216431
0.02038675146089684,0.036670302896062795
0.013426279769636625,0.03963421219570605
0.00954933722682264,0.042010946593230146
0.007004650869710271,0.045691223115056155
0.005564261464263837,0.04919036457771439
0.004276091715751266,0.04348196302752419
0.003497511724716917,0.054001433582033326
0.003600005743878033,0.05747180657625534
0.0031300575286768435,0.050405620889831686
0.002522558025737713,0.05349193325637212
0.001460805039641335,0.061605661826869516
0.001921571439717809,0.05245293016908435
0.001368486037346364,0.05003275184049968
0.0013463673491291308,0.04652134845190295
0.001194806606945089,0.05403048006379502
0.0008920889931294888,0.06434784325836884
0.0008269021344221983,0.06397915003924352
0.0011441858094409067,0.06460570134963607
0.0007541722363135445,0.05992018217702917
0.0005839149834719138,0.0749477188609275
0.0004746684845029969,0.06221977274883375
0.0004085082103852723,0.0653960651031568
0.0003887005505136715,0.07189332782703597
0.0005437953063352065,0.06397932028769378
0.00039541872672985585,0.07562416760631308
0.0005044007750077851,0.06041451408916108
0.00019191560833509616,0.0663678854415729
0.0002682133479836141,0.06590480091142364
0.0002473855499777398,0.06762713342735785
0.00025859355897201955,0.06501757242422916
0.00025117539281057234,0.06632688109337923
0.00014859864173961666,0.06689923677951867
0.00024312065569308418,0.07159995707818784
0.0001093749792674836,0.07173155524381006
0.00021685600142037792,0.07098482794950255
0.00017522843075585114,0.07124578027936702
0.00011788431561327733,0.07150080573832943
0.00011429694444879195,0.07153632774655785
