train_loss_values,validation_loss_values
0.09754061284316858,0.002799938046750454
0.00341524945695607,0.002813516851926
0.005044922287735782,0.0025809192132493827
0.0011479368735083043,0.0027285031158302527
0.006733952974943531,0.0025204805979590424
0.0010408762179307607,0.0025176127072448003
0.0019227870707605205,0.0025002307848596543
0.0006536222745530805,0.002700091485393004
0.0006220531311173613,0.0028102602692337605
0.0012772048599952715,0.0028315066182422947
0.00297796474592215,0.002503993300846022
0.0003193540114653064,0.002923723908706806
