validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9993095257823073,0.9032258064516129,0.9032258064516129
0.9995028585632613,0.9508196721311476,0.9508196721311476
0.9994752395945535,0.9508196721311476,0.9508196721311476
0.9995028585632613,0.9508196721311476,0.9508196721311476
0.9993647637197227,0.8571428571428571,0.8571428571428571
0.999530477531969,0.9586776859504132,0.9586776859504132
0.9995028585632613,0.9508196721311476,0.9508196721311476
0.999530477531969,0.9586776859504132,0.9586776859504132
0.999530477531969,0.9586776859504132,0.9586776859504132
0.999530477531969,0.9586776859504132,0.9586776859504132
0.9994752395945535,0.9344262295081968,0.9344262295081968
0.9994752395945535,0.9508196721311476,0.9508196721311476
