train_loss_values,validation_loss_values
0.26941823427742734,0.06106243925838937
0.02465286793024057,0.05685135372066122
0.010396155814932435,0.07506970894864387
0.007295633710044748,0.073899894128132
0.0035694551666007567,0.07841960234976403
0.002153339124000814,0.09045420271882702
0.002501487172529733,0.08925041645053723
0.0009442616604946927,0.08468178219012698
0.0008711944669262762,0.09952588610716949
0.0005516419698928411,0.09448204257138407
0.0003591181874590847,0.10295260057857111
0.0003545575109670562,0.12015481115921733
0.00018736097676640327,0.10688503340677231
6.737926931990121e-05,0.11416998514101377
4.5769206655541416e-05,0.11668919837593227
0.00010292442343183219,0.12353839415531373
2.694622413311098e-05,0.11668380045387325
0.00011085609489633162,0.1131273861465892
0.000202358399671316,0.10678017160852786
2.8072950190585215e-05,0.1081717950660217
