train_loss_values,validation_loss_values
0.2394352469425981,0.05218272752189626
0.03328506722919909,0.05381231004748044
0.016861428477921957,0.05149635116395628
0.009703072478067563,0.05311910419555792
0.005725971381186225,0.07676346729892115
0.004395452747782526,0.060564308251807454
0.003046912489878845,0.06882055082266696
0.003117020236276273,0.057555803975564486
0.0022369470909860477,0.0677937940862555
0.001528312862567483,0.07764178112040425
0.0013868769663807014,0.0810116802611329
0.0012114280488557208,0.08079016967760769
0.001635536618689522,0.0830357429506395
0.0007175851134314663,0.09141075717426565
0.0011267990629872397,0.09674947764423046
0.0007492551581248596,0.08616553451453647
0.0006127996723870248,0.09967994829675801
0.0004458812544072706,0.08393545760186334
0.0007009495846384328,0.07443787707645758
0.0002119559116646477,0.09933527600076354
0.0004748404627289347,0.08702707289812021
0.00013912162663258902,0.08421313740096639
0.00016275990839825942,0.08044116607954287
0.00028343789128868076,0.08859550732484184
0.00016377773632137048,0.09117481526083923
0.00011102202496502806,0.09581580683542883
6.708075006505559e-05,0.09454471771576593
0.0001422732201130462,0.09492881197470968
4.177386903143088e-05,0.09710376043845619
9.982186303899913e-05,0.09806072612204778
0.0001764354077592348,0.10196432619906054
1.0913218984244719e-05,0.09481391365019504
2.8400930290282694e-05,0.0973591880397972
3.387460282447462e-05,0.09422527313983854
9.153344833250035e-05,0.09488146948866749
2.2700754844793533e-05,0.09385917626074206
8.405721900796996e-05,0.0931091055524894
2.5604532867029256e-06,0.09430390695711897
1.4345014511150113e-06,0.09441316938445725
1.6346164080362412e-06,0.0942539060939396
